dim0,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9,dim10,dim11,dim12,dim13,dim14,dim15,y
231.78707,-1.4274067159447712,-1.7759322290184407,-0.8207926665889725,-0.3891169653128451,0.12866158001226702,-2.5976916700245405,-1.3027469219325203,2.434916212134937,1.100070435588972,1.2585744576502809,1.6814648337852915,0.024938764623558415,0.008640070397576648,1.7234727520368167,1.261884791386489,3.0
231.8185478,-1.5257387159447722,-1.4675122290184404,-0.9279646665889724,0.05485903468715414,0.47508138001226663,-2.493073470024541,-1.2802483219325198,1.892061612134937,0.8238124355889717,1.7156310576502818,1.0502588337852918,0.029172504623558422,0.006378434397576646,0.9695221520368171,0.7322097913864883,3.0
231.8185478,-1.5302327159447715,-1.2608654290184416,-1.2881026665889732,0.6618284346871534,0.8911827800122663,-2.5739916700245407,-1.2802483219325198,-2.592320387865063,1.129140435588972,1.7329210576502805,0.6139782337852911,0.03244606462355841,0.004910090397576646,0.4581977520368166,1.136058791386489,3.0
231.8828796,-1.2555447159447708,-0.9901262290184407,-1.4064532665889722,1.0988436346871548,1.1560567800122656,-2.385407870024541,-1.2343809219325206,0.350917612134936,0.6641924355889713,0.8717140576502811,0.15118983378529072,0.03533422462355842,0.0033076843975766456,-0.07544144796318347,0.9325099913864893,3.0
231.9100576,-1.1277667159447724,-0.9763242290184402,-1.3489776665889734,1.050159034687153,1.1278367800122668,-2.4348392700245407,-1.215050921932521,1.782092812134937,0.9487344355889723,0.48020905765028243,0.16091963378529084,0.03496455262355842,0.0032989943975766487,-0.06431484796318249,0.8340157913864882,3.0
231.9217538,-1.5537213159447727,-1.669629229018442,-0.7270746665889721,-0.3646161653128449,0.14882278001226656,-2.4988290700245415,-1.2067379219325212,2.892805612134937,1.2330984355889716,2.100434057650282,1.6401460337852907,0.023844532623558415,0.008259838397576645,1.6736067520368172,1.2161839913864898,3.0
231.9508236,-1.3302659159447716,-2.1387536290184403,0.024583333411027364,-1.539895765312846,-0.9875342199877346,-2.312107270024542,-1.1861015219325208,0.7017336121349365,0.6465064355889724,1.3230762576502817,2.7664588337852907,0.01592099862355842,0.01235592439757665,3.058629752036818,0.778002791386489,3.0
231.9623488,-1.1160827159447717,-1.1370142290184413,-1.1678296665889736,0.671163034687155,0.897124780012265,-2.3898096700245413,-1.1779289219325204,2.489790612134937,0.9757044355889718,0.5703040576502814,0.5589558337852912,0.031335718623558405,0.004508150397576648,0.39427915203681746,0.9999621913864892,3.0
231.9638968,-0.8054507159447721,-0.6208270290184412,-1.5216440665889723,1.6527790346871534,1.456632780012267,-2.30804447002454,-1.176830921932521,-0.4802313878650639,0.679831235588971,-0.4994109423497186,-0.4605271662147098,0.039360784623558416,0.0012882363975766481,-0.7669774479631828,0.5210147913864888,3.0
231.9716368,-1.3484335159447725,-1.0615152290184402,-1.2046466665889737,0.7953930346871535,0.9749747800122666,-2.345456470024541,-1.1713449219325198,2.517303612134936,0.8458610355889714,1.4452510576502806,0.41746083378529086,0.03231792062355841,0.004033176397576645,0.2304951520368173,0.9177447913864895,3.0
232.0038032,-1.2421267159447724,-1.4564972290184417,-0.7894946665889729,-0.07197396531284539,0.38006078001226684,-2.3975964700245402,-1.14856892193252,1.6403216121349367,1.158836435588971,1.1327970576502808,1.2903418337852917,0.02549924462355841,0.006900554397576648,1.2543155520368168,1.0615387913864889,3.0
232.00517879999998,-1.4638327159447717,-2.0291582290184405,-0.04740786658897378,-1.3655069653128455,-0.794042219987735,-2.347657870024541,-1.1475957219325192,2.392637612134936,0.9780864355889703,1.9731910576502807,2.58651083378529,0.016568924623558405,0.011570536397576646,2.833765152036817,0.8354227913864881,3.0
232.03098079999998,-0.8198047159447708,-0.9668332290184409,-1.1144086665889734,0.8034690346871548,0.979957780012265,-2.1804036700245404,-1.1293529219325202,-0.6220183878650638,0.46280703558897096,-0.289352942349719,0.30735403378529036,0.03253919262355841,0.003590888397576648,0.103623552036817,0.616209591386489,3.0
232.09668879999998,-1.120650715944772,-1.3917102290184422,-0.6488878665889725,-0.14052896531284664,0.32742678001226655,-2.2306814700245408,-1.0830057219325193,0.3330502121349359,0.8845814355889722,0.9250710576502816,1.2816628337852913,0.024621236623558418,0.006720742397576645,1.243979552036817,0.8422767913864887,3.0
232.1149216,-0.9357607159447723,-0.687423429018442,-1.3861146665889739,1.4196630346871535,1.334560780012265,-2.22661847002454,-1.0701709219325204,0.5003816121349374,0.9364064355889709,0.31305045765028106,-0.13125396621470997,0.035084784623558414,0.0020916363975766474,-0.3966942479631827,0.9199477913864879,3.0
232.1290268,-0.9377515159447725,-0.7803202290184417,-1.2098466665889722,1.1162184346871533,1.1660547800122656,-2.1457004700245412,-1.0602509219325194,1.5545756121349368,0.6941744355889709,0.35462305765028046,0.06896083378529039,0.03336099262355842,0.0026952403975766463,-0.1693162479631835,0.7339487913864889,3.0
232.13848679999998,-0.6006147159447706,-0.4556710290184416,-1.5030186665889738,1.820044434687154,1.5405395800122668,-2.128940470024541,-1.0535989219325212,-0.944562387865064,0.6681618355889704,-0.7610929423497195,-0.5423571662147081,0.0381437646235584,0.0008096835975766477,-0.8582924479631835,0.6907261913864898,3.0
232.1529368,-1.0286807159447708,-0.9685402290184406,-1.1026054665889733,0.7888458346871535,0.9709267800122656,-2.2477796700245416,-1.0434489219325214,2.7035236121349375,1.1531664355889713,0.735015057650281,0.4766288337852914,0.029978912623558424,0.003957452397576649,0.2988799520368171,1.0742607913864894,3.0
232.1663528,-1.1220527159447713,-1.4681762290184417,-0.5078926665889721,-0.35886416531284604,0.15353578001226498,-2.098470470024541,-1.0340309219325203,0.8721850121349366,0.6595824355889709,1.1056920576502824,1.5451660337852906,0.022060064623558424,0.007517920397576648,1.5592487520368172,0.9640813913864882,3.0
232.16669679999998,-1.1044417159447717,-1.094511229018441,-0.8927566665889725,0.42807803468715433,0.7380787800122668,-2.1716012700245417,-1.0337889219325211,0.36409961213493647,0.9246684355889719,1.0424240576502817,0.752755633785292,0.027769676623558413,0.004836458397576647,0.6199779520368167,0.905648791386488,3.0
232.1911228,-1.053858715944772,-1.3266002290184407,-0.667125666588973,-0.05240496531284611,0.3949207800122656,-2.18632947002454,-1.0166569219325192,1.7011156121349362,1.067201835588972,0.9204910576502809,1.2739338337852906,0.023733454623558414,0.006544078397576649,1.2347741520368174,1.070141991386488,3.0
232.1954228,-0.6977407159447713,-0.6487382290184405,-1.4032366665889722,1.4832650346871539,1.3684807800122656,-2.1697392700245404,-1.0136429219325203,0.1104756121349375,1.0223284355889715,-0.30596994234971775,-0.09942116621470987,0.03398900462355842,0.002080036397576647,-0.3606580479631835,1.1786927913864882,3.0
232.2177838,-0.9655827159447716,-1.3787812290184407,-0.5921546665889738,-0.181992165312847,0.29514678001226646,-2.176171670024541,-0.9979809219325195,1.946921612134938,1.1271164355889716,0.6709476576502824,1.4231468337852897,0.022411684623558407,0.007012736397576647,1.4128971520368174,1.1267817913864882,3.0
232.2188162,-0.9118047159447717,-1.2574654290184415,-0.6630940665889723,0.01818303468715421,0.4479135800122658,-2.0517464700245407,-0.9972589219325199,-0.9052763878650634,0.6815104355889708,0.48378785765028165,1.1651128337852916,0.02423786462355841,0.0061313783975766485,1.105460152036817,0.9580607913864897,3.0
232.22621279999998,-1.1148307159447712,-1.0343642290184416,-0.9371906665889723,0.5403770346871545,0.8126887800122662,-2.1968244700245414,-0.9920829219325198,2.9304144121349367,1.233485635588972,1.2300440576502811,0.7101308337852902,0.027484424623558407,0.004608084397576647,0.5702021520368175,1.087859991386488,3.0
232.2279322,-0.5924737159447713,-0.18312622901844078,-1.8463906665889733,2.5573770346871543,1.8775537800122655,-2.1724476700245403,-0.9908789219325207,-2.4004123878650625,1.150410435588972,-0.5783369423497178,-0.9299531662147092,0.04039420462355841,-0.0004444564024233535,-1.286982047963183,1.3032139913864889,3.0
232.2306848,-1.2658559159447724,-1.5255910290184413,-0.4149956665889737,-0.5078949653128467,0.029069380012266555,-2.172109070024542,-0.9889529219325197,-0.9464731878650641,1.159178435588971,1.8040558576502816,1.7617688337852915,0.019926584623558417,0.008170356397576645,1.8205961520368166,1.1412527913864885,3.0
232.23240479999998,-0.8226835159447721,-1.0129362290184405,-0.921304666588974,0.5472920346871551,0.8172187800122666,-2.0828964700245405,-0.9877489219325206,1.6576076121349375,0.8419594355889711,0.20693625765028067,0.6746468337852912,0.027685548623558418,0.004483128397576645,0.5288251520368172,1.0031081913864899,3.0
232.2401448,-0.8928507159447718,-0.7090722290184401,-1.2832826665889723,1.278373034687153,1.257505580012267,-2.157888470024541,-0.9823359219325198,0.25543161213493804,1.1416004355889706,0.46947805765028083,0.07717883378529022,0.03214492462355842,0.0025667063975766476,-0.15994584796318295,1.1799633913864889,3.0
232.2484016,-0.9912299159447724,-1.3302416290184413,-0.534309866588974,-0.18614196531284655,0.29189678001226516,-2.0671524700245407,-0.9765637219325194,0.7439826121349373,0.8430310355889711,0.8378978576502825,1.3612440337852898,0.02254833662355841,0.006751724397576646,1.3388855520368173,0.9387567913864897,3.0
232.2659468,-1.1609661159447715,-1.8254062290184412,0.0018713334110270763,-1.197606965312847,-0.6168924199877346,-2.0849276700245416,-0.9643043219325207,1.4916048121349372,0.9701884355889708,1.5006300576502805,2.49035143378529,0.014703064623558417,0.010738294397576648,2.714163952036818,1.0923373913864882,3.0
232.27179479999998,-0.6066007159447706,-0.38342902901844145,-1.3845676665889721,1.762955034687153,1.512234780012266,-1.9654124700245417,-0.9602201219325199,0.9489808121349368,0.5648464355889712,-0.42903814234971827,-0.5044851662147093,0.036426844623558406,0.0007502673975766467,-0.8160672479631834,0.6633247913864898,3.0
232.2900288,-0.7767887159447706,-1.4247828290184414,-0.3022606665889721,-0.5068429653128453,0.02996478001226488,-2.0551324700245415,-0.9474957219325206,0.880220812134938,0.9495816355889705,0.1878044576502822,1.6236368337852918,0.020306410623558417,0.007590116397576646,1.653701952036817,0.7561567913864881,3.0
232.29192,-1.0640667159447725,-1.5194882290184406,-0.24444266658897373,-0.6597729653128453,-0.10291801998773331,-2.013150470024541,-0.9461769219325198,1.0188676121349376,0.806039235588972,1.209230057650281,1.8343678337852913,0.018838684623558408,0.008325094397576645,1.9086327520368165,0.8981895913864885,3.0
232.29381279999998,-0.4130875159447711,0.05138177098155916,-1.9036266665889738,2.907047034687154,2.020738780012267,-2.08577447002454,-0.9448577219325214,0.9841476121349362,1.0737084355889723,-1.0064149423497184,-1.266155166214709,0.042536894623558405,-0.001482427602423354,-1.6537108479631832,1.0824747913864892,3.0
232.2951888,-1.1331947159447708,-1.8947894290184406,0.09599853341102749,-1.349844965312847,-0.7771472199877338,-2.09254527002454,-0.9438969219325208,-1.2644683878650627,1.1031874355889713,1.471555057650282,2.6943388337852907,0.013106384623558417,0.011444426397576646,2.968344352036817,1.1779667913864884,3.0
232.304306,-1.031846715944772,-1.286574229018441,-0.46695186658897214,-0.20460976531284591,0.27739538001226527,-1.9952064700245402,-0.9375419219325207,-1.7052331878650624,0.7864124355889709,1.1228940576502808,1.344989833785291,0.022117144623558405,0.006608298397576647,1.319480752036817,0.8399507913864895,3.0
232.3424928,-0.9459227159447725,-1.2344782290184417,-0.5632006665889727,-0.05553376531284682,0.39254878001226623,-2.052762470024541,-0.9109469219325204,-1.6416763878650626,1.1296090355889707,0.907850057650281,1.2864368337852898,0.022160184623558406,0.006349976397576647,1.2496645520368168,1.0970319913864897,3.0
232.3502328,-1.2518347159447718,-1.4042574290184415,-0.4056352665889734,-0.388100965312847,0.129498780012266,-2.0834044700245418,-0.9055615219325206,2.5441644121349376,1.268505835588972,2.0579262576502817,1.6625748337852913,0.019458952623558408,0.007628470397576645,1.7006661520368174,1.2113417913864883,3.0
232.36072479999999,-0.6062087159447727,-0.7110762290184423,-0.8806318665889729,0.8353804346871546,0.9995607800122663,-1.7891864700245401,-0.8982649219325209,-1.2405195878650628,0.2653264355889714,-0.2218643423497182,0.24038823378529195,0.029664204623558413,0.002911246397576645,0.02671115203681712,0.5043407913864878,3.0
232.40510279999998,-0.4478395159447712,0.018907770981559047,-1.6142552665889736,2.500727034687154,1.8534137800122663,-1.8768764700245404,-0.8674469219325196,1.0281822121349364,0.7262704355889723,-0.6399829423497196,-1.069451966214709,0.039688004623558405,-0.0010579104024233525,-1.4397248479631828,0.7340753913864878,3.0
232.4202408,-1.1053327159447723,-1.5990812290184406,-0.07356946658897245,-0.8973039653128451,-0.32049041998773453,-1.9769224700245407,-0.8569509219325198,1.090741612134936,1.135073635588971,1.6830238576502807,2.19224683378529,0.015221704623558421,0.009385636397576646,2.3458531520368178,1.1860359913864889,3.0
232.4334848,-1.292844715944771,-1.3010532290184416,-0.41189266658897383,-0.27277096531284684,0.22327078001226686,-2.0053644700245403,-0.84777092193252,2.643488412134936,1.2847158355889707,2.4302590576502814,1.5536268337852914,0.01941849662355842,0.007119678397576648,1.5694203520368168,1.236921591386488,3.0
232.4405368,-0.707043315944772,-0.8908022290184423,-0.8119566665889738,0.5668310346871547,0.8299787800122649,-1.91259527002454,-0.8428861219325199,-1.2379731878650642,0.9777912355889703,0.30784805765028156,0.7052088337852919,0.02539618462355841,0.004280066397576646,0.5644567520368173,1.145499991386489,3.0
232.4716708,-1.275354715944771,-1.4723974290184403,-0.14614466658897263,-0.7003629653128457,-0.13911121998773424,-1.94695967002454,-0.8213429219325195,2.0655426121349367,1.2108924355889714,2.460803657650281,1.9807988337852915,0.01615223662355842,0.008546980397576646,2.0868761520368166,1.1872787913864897,3.0
232.4960968,-0.8102907159447714,-0.7709202290184423,-0.8988066665889721,0.7891250346871531,0.9711007800122651,-1.92004347002454,-0.8044629219325203,0.27103761213493716,1.2013704355889718,0.8001478576502816,0.5372216337852903,0.026093694623558407,0.0036622183975766466,0.36906715203681745,1.253567991386488,3.0
232.505902,-0.9277407159447726,-1.6827196290184419,0.3163273334110278,-1.320664965312845,-0.745879219987734,-1.8267684700245406,-0.79769292193252,-1.1217663878650637,0.9055704355889723,1.2435480576502809,2.5027754337852897,0.012404790623558414,0.010365750397576645,2.729595152036818,0.7466007913864886,3.0
232.5079654,-0.4654187159447709,-0.48437302901844204,-1.099610666588973,1.324039034687155,1.282672780012265,-1.8255832700245405,-0.7962681219325194,-0.6534435878650631,0.9086664355889703,-0.3463229423497196,-0.008641166214708451,0.030103848623558423,0.001941484397576645,-0.25764924796318284,1.0413599913864897,3.0
232.52172679999998,-0.6395587159447713,-0.8356122290184418,-0.7355218665889734,0.5475970346871534,0.8174195800122652,-1.8641796700245399,-0.7867719219325207,-2.3750443878650636,1.0933064355889708,0.26896305765028194,0.7009748337852911,0.02463928462355841,0.0041507383975766445,0.5595191520368172,1.080776791386488,3.0
232.5258548,-0.5998607159447722,-0.7364196290184419,-0.9181106665889721,0.847527034687155,1.006983780012266,-1.8719664700245402,-0.7839239219325209,0.37958761213493775,1.1354984355889717,0.14373625765028186,0.5074128337852907,0.026025284623558423,0.003526020397576645,0.3345199520368172,1.3224047913864885,3.0
232.538756,-0.7681501159447712,-0.48413422901844116,-1.0754946665889724,1.297461834687153,1.268055580012265,-1.8861864700245405,-0.7750269219325199,1.0010956121349373,1.2316712355889723,0.7544502576502807,0.03048883378528988,0.02949814462355841,0.002020906397576645,-0.21313884796318322,1.0897255913864896,3.0
232.5468396,-0.33902871594477246,-0.00812422901844112,-1.5235572665889734,2.3576042346871544,1.7911877800122655,-1.82592167002454,-0.7694569219325207,1.940228612134936,1.0465484355889707,-0.668688942349718,-0.844543166214709,0.03635812462355841,-0.0005841136024233541,-1.1930600479631834,1.085364791386489,3.0
232.56472879999998,-0.540592715944771,-0.6688502290184415,-0.7877566665889729,0.783169034687155,0.9674133800122664,-1.7170704700245403,-0.7571349219325205,-1.955190387865064,0.7289514355889722,0.03461565765028074,0.4240802337852917,0.026267732623558422,0.003209002397576648,0.23813635203681655,0.904589991386488,3.0
232.5762548,-0.5467295159447716,-0.9372812290184416,-0.5552238665889725,0.25482103468715434,0.618957580012266,-1.7849544700245406,-0.7492043219325193,-0.9761955878650626,1.0056898355889707,0.08202405765028042,0.9802708337852911,0.022097384623558418,0.004980052397576647,0.8869561520368165,1.0875707913864892,3.0
232.5815868,-0.6119667159447706,-0.7383650290184405,-0.766368666588973,0.685166034687153,0.9060127800122653,-1.7971434700245408,-0.7455361219325194,2.284555612134938,1.0671994355889711,0.3155264576502812,0.5841628337852917,0.02491993062355842,0.0036928163975766463,0.42354715203681753,1.1116255913864888,3.0
232.5834788,-0.8444999159447708,-1.029864229018441,-0.4760466665889723,0.07748303468715412,0.49171938001226656,-1.8101776700245402,-0.7442349219325204,1.8171076121349365,1.119758435588972,1.1329564576502824,1.1815588337852905,0.02059996462355842,0.005633780397576647,1.1249723520368173,1.1721981913864883,3.0
232.5853708,-0.6139727159447717,-0.4805902290184414,-1.0738856665889722,1.299607034687154,1.269239380012267,-1.822705470024542,-0.7429329219325196,2.313777012134937,1.1706524355889711,0.33124905765028223,0.08349203378529124,0.028634632623558413,0.002122278397576645,-0.1527462479631833,1.2541087913864897,3.0
232.5884668,-0.7140695159447719,-0.6708950290184421,-0.8600514665889719,0.857455034687154,1.0130359800122657,-1.8074692700245403,-0.7408035219325202,0.4848936121349361,1.127716435588971,0.6839678576502803,0.45897483378529114,0.025778844623558415,0.0032865763975766468,0.2784605520368169,1.2057841913864893,3.0
232.58932679999998,-0.6754875159447715,-0.7905342290184412,-0.5836246665889738,0.44068203468715483,0.7465519800122655,-1.6674710700245403,-0.7402129219325213,-1.4610043878650631,0.6433484355889715,0.5520010576502818,0.6989208337852909,0.02400512462355841,0.004048908397576646,0.557123552036817,0.7838627913864887,3.0
232.5950028,-0.7692813159447709,-0.8255810290184415,-0.6061026665889729,0.425881034687155,0.7365979800122668,-1.8169484700245402,-0.7363089219325201,1.2007876121349375,1.1841504355889718,0.893283857650282,0.7771268337852916,0.02338220462355841,0.004292604397576645,0.6484701520368166,0.9703887913864889,3.0
232.60463579999998,-1.131369915944772,-1.6641722290184422,0.2201773334110263,-1.220371965312847,-0.6404112199877343,-1.8257524700245402,-0.7296889219325207,-0.17117758786506299,1.2491736355889724,2.2455870576502823,2.5986698337852903,0.010900312623558414,0.01054772439757665,2.8489151520368163,1.3193727913864879,3.0
232.61306399999998,-0.6843519159447708,-0.763215429018441,-0.6508058665889732,0.5386160346871544,0.8115347800122652,-1.7661632700245415,-0.7238997219325214,-0.7381215878650633,1.0685864355889705,0.6389470576502807,0.6750454337852912,0.023952724623558408,0.003939200397576647,0.5292865520368175,0.9807015913864897,3.0
232.6252768,-0.6567155159447713,-0.8076562290184417,-0.6798476665889736,0.5204962346871539,0.7996247800122658,-1.76379347002454,-0.7155129219325194,1.4506564121349368,1.1029684355889722,0.572049057650281,0.7805688337852917,0.023069616623558414,0.004261022397576648,0.6524963520368168,1.239353591386489,3.0
232.6275128,-0.40910671594477255,-0.35422142901844067,-1.0819126665889738,1.448886234687155,1.3502039800122667,-1.7676864700245414,-0.7139789219325208,0.37057261213493664,1.1244604355889707,-0.2576029423497197,-0.10419116621470825,0.02966287662355841,0.0014962443975766473,-0.3660598479631835,1.0761147913864884,3.0
232.6321576,-0.7887457159447708,-1.0824682290184415,-0.26627466658897314,-0.1809509653128466,0.2959627800122655,-1.6877844700245408,-0.7107909219325201,0.21663361213493593,0.8619258355889711,1.051453057650282,1.3567708337852906,0.018919336623558415,0.006146678397576644,1.3335451520368171,0.9408467913864887,3.0
232.65434679999998,-0.7503295159447709,-0.4653922290184407,-1.0020226665889735,1.2369370346871538,1.234448780012266,-1.774966470024542,-0.6955709219325199,2.250138212134936,1.2439534355889723,0.9684370576502819,0.1424308337852903,0.027516030623558424,0.0022129923975766487,-0.0854544479631833,1.2673367913864881,3.0
232.6615708,-0.669169315944772,-1.3430362290184403,-0.031908666588973955,-0.6697417653128451,-0.11177041998773452,-1.7312904700245406,-0.6906189219325196,0.5184796121349371,1.1156972355889714,0.7009930576502807,1.95639983378529,0.014573934623558419,0.008155752397576647,2.0571151520368174,1.2100827913864882,3.0
232.66604279999999,-0.7393387159447717,-1.012686229018441,-0.3106066665889734,-0.065176965312847,0.38523078001226563,-1.68964647002454,-0.6875549219325203,-1.1884343878650623,0.9860012355889721,0.9575510576502808,1.25556963378529,0.019309964623558412,0.005758138397576648,1.212916552036817,0.9814647913864899,3.0
232.68943679999998,-0.7812527159447724,-1.3486482290184418,0.06129533341102611,-0.7592669653128453,-0.1923412199877339,-1.706744470024542,-0.6715359219325199,-0.5604623878650634,1.1268484355889705,1.1623930576502814,2.00661483378529,0.01398922462355841,0.008287264397576648,2.1183951520368174,1.0838087913864887,3.0
232.6952848,-0.6508659159447727,-1.0726862290184411,-0.29403986658897374,-0.1441981653128449,0.32458478001226587,-1.7026824700245418,-0.6675339219325214,1.045135612134938,1.1329824355889726,0.7169610576502803,1.42034083378529,0.017896904623558405,0.006265966397576648,1.4095355520368171,1.2270427913864896,3.0
232.6976928,-1.0134077159447707,-1.3037402290184406,0.005701333411027298,-0.6631529653128448,-0.1059172199877334,-1.6937104700245413,-0.66588492193252,-0.14194838786506248,1.110032435588971,2.0322190576502814,1.9194388337852901,0.01449363462355841,0.007969818397576647,2.012074752036817,1.1260967913864879,3.0
232.70113279999998,-0.6397547159447725,-0.6036802290184404,-0.7821876665889721,0.848176234687153,1.0073795800122654,-1.7135156700245417,-0.6635321219325194,1.2561136121349374,1.1912124355889717,0.6921502576502812,0.4718768337852902,0.02460586462355841,0.003174394397576647,0.29338255203681746,1.2190847913864884,3.0
232.70182079999998,-0.7424587159447726,-1.2080662290184416,-0.08531746658897277,-0.4812969653128468,0.051641780012264826,-1.6798284700245407,-0.663060921932521,0.7419346121349362,1.075993435588972,1.0540422576502804,1.71757003378529,0.015809594623558423,0.007265700397576647,1.7671071520368167,1.0946387913864881,3.0
232.7138628,-0.32276071594477096,-0.4563102290184404,-0.6623466665889738,0.8814550346871536,1.0276087800122669,-1.481426470024541,-0.6548289219325196,-0.057960987865063984,0.43912043558897185,-0.34421354234971857,0.2007328337852915,0.026503904623558415,0.002314554397576648,-0.018743647963182786,0.5092527913864892,3.0
232.72383879999998,-0.8828257159447717,-0.7881942290184405,-0.559042666588972,0.4182838346871548,0.7314767800122668,-1.6969264700245406,-0.6480099219325195,-0.39373238786506404,1.2120732355889716,1.6127030576502819,0.8698828337852899,0.02150006462355842,0.0044107643975766445,0.7571479520368165,1.2192967913864878,3.0
232.7265918,-0.5191695159447718,-0.48630222901844133,-0.8492586665889729,1.0476650346871534,1.1263837800122667,-1.6584984700245413,-0.6461289219325204,2.607253612134937,1.0876378355889713,0.3377950576502806,0.2749748337852914,0.025825884623558407,0.0025269123975766475,0.06641315203681747,1.1657501913864894,3.0
232.7317508,-0.5112227159447713,-0.43647102901844015,-0.8852066665889718,1.1410290346871537,1.1802627800122656,-1.647495270024542,-0.6426037219325196,2.259362612134937,1.067288435588972,0.3227970576502812,0.18519783378529164,0.026449852623558423,0.0022434923975766454,-0.036534447963183225,1.144092791386488,3.0
232.7317508,-0.8288955159447708,-1.1597922290184401,-0.13723206658897313,-0.38313296531284624,0.13359678001226505,-1.6226104700245418,-0.6426037219325196,2.1462056121349375,0.9811664355889723,1.4356360576502822,1.654074833785291,0.015967544623558413,0.0070026463975766465,1.6904081520368166,1.2017487913864895,3.0
232.7424156,-0.8013647159447712,-1.2392602290184405,0.015641933411027487,-0.6056941653128461,-0.055308219987734164,-1.6779664700245416,-0.6353209219325204,2.306535612134937,1.2102724355889714,1.361943057650281,1.8395268337852904,0.014624064623558418,0.007622944397576648,1.9148959520368172,1.0721047913864896,3.0
232.7463722,-1.0846767159447712,-1.097696229018442,-0.19674606658897364,-0.2627009653128448,0.23132678001226537,-1.6815210700245413,-0.6326209219325205,0.5407282121349359,1.2364144355889715,2.423649657650282,1.541238033785291,0.01660174062355841,0.006597248397576647,1.5545281520368173,1.2307887913864897,3.0
232.7604768,-0.15620471594477103,0.3686505709815582,-1.5340478665889727,2.8028522346871547,1.9790937800122654,-1.5303494700245417,-0.6229961219325195,0.671852612134936,0.7635704355889724,-0.7747701423497191,-1.2479191662147087,0.037539524623558404,-0.001961818402423354,-1.6339400479631825,0.8947277913864887,3.0
232.7620254,-0.7896047159447706,-0.7181022290184411,-0.524366666588974,0.45816703468715414,0.7582653800122652,-1.6283656700245412,-0.6219399219325192,2.586125612134938,1.1055370355889713,1.3667758576502818,0.7780376337852918,0.021803678623558413,0.004062334397576648,0.6495347520368169,1.061390791386489,3.0
232.7781938,-0.8203767159447717,-0.9448212290184408,-0.22145066658897206,-0.07940896531284547,0.37439678001226606,-1.5428770700245402,-0.6109149219325214,1.8774616121349368,0.8669170355889707,1.5169770576502815,1.2622928337852906,0.018231916623558414,0.005616608397576646,1.2209179520368165,0.9603547913864879,3.0
232.781118,-0.8588981159447717,-0.942300229018441,-0.25978866658897204,-0.04004496531284596,0.40426758001226637,-1.6017884700245415,-0.6089229219325196,2.2825996121349372,1.079372435588971,1.6644498576502806,1.2608960337852908,0.018214944623558424,0.0056077443975766465,1.2192555520368167,1.0678647913864898,3.0
232.7867948,-0.7577621159447723,-0.5351454290184408,-0.6400436665889725,0.7731650346871538,0.9612087800122648,-1.5640384700245407,-0.6050549219325194,1.8574976121349378,0.9688664355889717,1.3117978576502807,0.446904033785292,0.02398179062355841,0.0029817103975766476,0.26450595203681676,0.9449187913864882,3.0
232.7965998,-0.5053127159447712,-0.6670016290184408,-0.44532266658897257,0.432909034687155,0.7413293800122667,-1.4391054700245403,-0.5983759219325211,1.8415396121349374,0.5781564355889709,0.45270705765028096,0.7202688337852919,0.021898618623558422,0.003830430397576645,0.5820311520368173,0.8245837913864879,3.0
232.79797539999998,-0.5376227159447711,-1.2553030290184406,0.18614733341102807,-0.7747309653128459,-0.20645721998773348,-1.4683916700245407,-0.5974401219325196,-1.455106987865062,0.6814334355889703,0.5663110576502814,1.9490408337852898,0.013399834623558418,0.007916018397576646,2.048142752036817,0.8774377913864878,3.0
232.79883619999998,-1.0147947159447723,-1.1987862290184412,-4.666658897367615e-05,-0.5497301653128467,-0.006756619987734469,-1.6151604700245419,-0.5968535219325208,1.2888202121349361,1.186712435588971,2.288429057650281,1.8276268337852901,0.01419848462355842,0.007494960397576645,1.9004483520368167,1.2036707913864881,3.0
232.79935079999998,-0.6050919159447721,-0.945213429018442,-0.17772666658897374,-0.12146696531284584,0.34215478001226596,-1.5877364700245415,-0.5965019219325194,2.0966436121349368,1.0935792355889715,0.8024970576502819,1.2908854337852897,0.017841024623558417,0.0056806603975766475,1.2549635520368165,0.9226107913864884,3.0
232.80089959999998,-0.35259871594477077,-0.6462056290184401,-0.5095594665889719,0.5199264346871552,0.7992495800122656,-1.5188384700245399,-0.5954481219325201,1.1412936121349375,0.8625384355889717,-0.049655742349719256,0.6843200337852912,0.022118298623558408,0.0037103003975766454,0.540097552036817,0.9569427913864897,3.0
232.803136,-0.7152747159447725,-0.8707982290184422,-0.21310666658897193,-0.00995096531284545,0.42690418001226527,-1.5518484700245398,-0.5939259219325208,0.6251868121349373,0.9830698355889708,1.1990436576502803,1.1418858337852904,0.018843544623558417,0.005183854397576647,1.077928152036817,0.812573591386489,3.0
232.8096728,-0.7450827159447726,-0.7020542290184415,-0.5266374665889734,0.4776130346871549,0.7712353800122662,-1.6209174700245415,-0.5894769219325211,0.43616161213493587,1.2440684355889706,1.3210710576502824,0.8073034337852919,0.021152070623558415,0.0040904083975766455,0.6837891520368169,1.1999477913864882,3.0
232.832378,-0.8241307159447719,-1.032952229018441,-0.10780166658897194,-0.2786989653128463,0.21851878001226566,-1.51866927002454,-0.5740309219325199,1.369723612134937,0.9695014355889716,1.6615196576502809,1.5181528337852916,0.015983034623558413,0.0063912843975766475,1.526793952036817,1.1190047913864882,3.0
